100000 1000
95623 0 0 0
95624 31298 59 84987
95625 37061 75 95626
95626 37061 76 95627
95627 37061 77 95628
95628 37061 78 95629
95629 37061 79 95630
95630 37061 80 68606
95631 8438 154 68060
95632 47559 3 50438
95633 0 0 0
95634 0 0 0
95635 14508 43 95636
95636 14508 44 95637
95637 14508 45 95638
95638 14508 46 95639
95639 14508 47 82586
95640 44984 66 53296
95641 0 0 0
95642 12576 8 52579
95643 17885 3 35164
95644 54691 34 29732
95645 0 0 0
95646 17860 51 94876
95647 0 0 0
95648 20124 114 95649
95649 20124 115 70551
95650 31298 121 30450
95651 10458 57 40572
95652 0 0 0
95653 0 0 0
95654 58339 61 37409
95655 35363 6 75490
95656 0 0 0
95657 16205 46 51752
95658 0 0 0
95659 8790 10 95660
95660 8790 11 95661
95661 8790 12 95662
95662 8790 13 95663
95663 8790 14 32230
95664 44405 48 47218
95665 0 0 0
95666 0 0 0
95667 0 0 0
95668 34906 19 76621
95669 47099 128 95670
95670 47099 129 95671
95671 47099 130 95672
95672 47099 131 23175
95673 40006 69 78449
95674 63730 159 95675
95675 63730 160 95676
95676 63730 161 95677
95677 63730 162 42309
95678 43719 1 95679
95679 43719 2 95680
95680 43719 3 95681
95681 43719 4 95682
95682 43719 5 95683
95683 43719 6 95684
95684 43719 7 95685
95685 43719 8 95686
95686 43719 9 95687
95687 43719 10 95688
95688 43719 11 95689
95689 43719 12 95690
95690 43719 13 95691
95691 43719 14 95692
95692 43719 15 95693
95693 43719 16 95694
95694 43719 17 95695
95695 43719 18 95696
95696 43719 19 95697
95697 43719 20 95698
95698 43719 21 95699
95699 43719 22 95700
95700 43719 23 95701
95701 43719 24 95702
95702 43719 25 95703
95703 43719 26 95704
95704 43719 27 95705
95705 43719 28 95706
95706 43719 29 95707
95707 43719 30 95708
95708 43719 31 19784
95709 54153 55 56524
95710 27451 13 73733
95711 54769 69 95712
95712 54769 70 95713
95713 54769 71 95714
95714 54769 72 95715
95715 54769 73 95716
95716 54769 74 95717
95717 54769 75 95718
95718 54769 76 95719
95719 54769 77 95720
95720 54769 78 95721
95721 54769 79 75522
95722 13625 55 93534
95723 0 0 0
95724 18982 75 95725
95725 18982 76 63746
95726 7786 39 95727
95727 7786 40 95728
95728 7786 41 95729
95729 7786 42 95730
95730 7786 43 95731
95731 7786 44 95732
95732 7786 45 95733
95733 7786 46 95734
95734 7786 47 95735
95735 7786 48 95736
95736 7786 49 95737
95737 7786 50 95738
95738 7786 51 95739
95739 7786 52 95740
95740 7786 53 95741
95741 7786 54 95742
95742 7786 55 95743
95743 7786 56 95744
95744 7786 57 95745
95745 7786 58 95746
95746 7786 59 95747
95747 7786 60 95748
95748 7786 61 1
95749 0 0 0
95750 9754 46 12382
95751 0 0 0
95752 10515 21 95753
95753 10515 22 95754
95754 10515 23 95755
95755 10515 24 80659
95756 62005 65 59335
95757 0 0 0
95758 0 0 0
95759 0 0 0
95760 25749 54 24931
95761 40613 1 60297
95762 0 0 0
95763 0 0 0
95764 2583 47 70606
95765 0 0 0
95766 9033 161 95767
95767 9033 162 59322
95768 21991 76 22692
95769 0 0 0
95770 0 0 0
95771 0 0 0
95772 6421 32 95773
95773 6421 33 95774
95774 6421 34 95775
95775 6421 35 95776
95776 6421 36 95777
95777 6421 37 95778
95778 6421 38 95779
95779 6421 39 95780
95780 6421 40 95781
95781 6421 41 95782
95782 6421 42 95783
95783 6421 43 95784
95784 6421 44 31120
95785 63472 98 76906
95786 21494 14 95787
95787 21494 15 95788
95788 21494 16 66568
95789 41569 14 18792
95790 5271 22 77568
95791 24173 51 97464
95792 0 0 0
95793 2420 107 7256
95794 14281 56 95795
95795 14281 57 95796
95796 14281 58 95797
95797 14281 59 95798
95798 14281 60 95799
95799 14281 61 95800
95800 14281 62 95801
95801 14281 63 95802
95802 14281 64 95803
95803 14281 65 95804
95804 14281 66 95805
95805 14281 67 95806
95806 14281 68 95807
95807 14281 69 95808
95808 14281 70 95809
95809 14281 71 95810
95810 14281 72 95811
95811 14281 73 95812
95812 14281 74 95813
95813 14281 75 95814
95814 14281 76 95815
95815 14281 77 51452
95816 21174 1 95817
95817 21174 2 95818
95818 21174 3 95819
95819 21174 4 95820
95820 21174 5 95821
95821 21174 6 95822
95822 21174 7 95823
95823 21174 8 95824
95824 21174 9 95825
95825 21174 10 95826
95826 21174 11 95827
95827 21174 12 95828
95828 21174 13 95829
95829 21174 14 95830
95830 21174 15 95831
95831 21174 16 95832
95832 21174 17 95833
95833 21174 18 95834
95834 21174 19 95835
95835 21174 20 95836
95836 21174 21 95837
95837 21174 22 95838
95838 21174 23 95839
95839 21174 24 95840
95840 21174 25 95841
95841 21174 26 95842
95842 21174 27 95843
95843 21174 28 95844
95844 21174 29 95845
95845 21174 30 95846
95846 21174 31 95847
95847 21174 32 95848
95848 21174 33 95849
95849 21174 34 95850
95850 21174 35 95851
95851 21174 36 95852
95852 21174 37 95853
95853 21174 38 95854
95854 21174 39 95855
95855 21174 40 95856
95856 21174 41 95857
95857 21174 42 95858
95858 21174 43 95859
95859 21174 44 95860
95860 21174 45 95861
95861 21174 46 95862
95862 21174 47 95863
95863 21174 48 95864
95864 21174 49 95865
95865 21174 50 95866
95866 21174 51 95867
95867 21174 52 95868
95868 21174 53 95869
95869 21174 54 95870
95870 21174 55 95871
95871 21174 56 95872
95872 21174 57 95873
95873 21174 58 95874
95874 21174 59 95875
95875 21174 60 95876
95876 21174 61 95877
95877 21174 62 95878
95878 21174 63 95879
95879 21174 64 95880
95880 21174 65 95881
95881 21174 66 95882
95882 21174 67 95883
95883 21174 68 95884
95884 21174 69 95885
95885 21174 70 95886
95886 21174 71 95887
95887 21174 72 95888
95888 21174 73 95889
95889 21174 74 95890
95890 21174 75 95891
95891 21174 76 95892
95892 21174 77 95893
95893 21174 78 95894
95894 21174 79 95895
95895 21174 80 95896
95896 21174 81 95897
95897 21174 82 95898
95898 21174 83 95899
95899 21174 84 95900
95900 21174 85 95901
95901 21174 86 95902
95902 21174 87 95903
95903 21174 88 95904
95904 21174 89 95905
95905 21174 90 95906
95906 21174 91 95907
95907 21174 92 95908
95908 21174 93 95909
95909 21174 94 95910
95910 21174 95 95911
95911 21174 96 95912
95912 21174 97 95913
95913 21174 98 95914
95914 21174 99 95915
95915 21174 100 95916
95916 21174 101 95917
95917 21174 102 95918
95918 21174 103 95919
95919 21174 104 95920
95920 21174 105 95921
95921 21174 106 95922
95922 21174 107 95923
95923 21174 108 95924
95924 21174 109 95925
95925 21174 110 95926
95926 21174 111 95927
95927 21174 112 95928
95928 21174 113 95929
95929 21174 114 95930
95930 21174 115 95931
95931 21174 116 95932
95932 21174 117 1
95933 45322 32 28660
95934 42041 6 66441
95935 13067 44 95936
95936 13067 45 95937
95937 13067 46 85552
95938 2398 153 29379
95939 0 0 0
95940 41494 59 56188
95941 47115 85 17396
95942 42844 63 61030
95943 0 0 0
95944 25933 35 64824
95945 65151 148 95946
95946 65151 149 95947
95947 65151 150 95948
95948 65151 151 65721
95949 48850 6 42288
95950 57847 46 6662
95951 0 0 0
95952 50934 84 95953
95953 50934 85 95954
95954 50934 86 95955
95955 50934 87 95956
95956 50934 88 95957
95957 50934 89 95958
95958 50934 90 95959
95959 50934 91 95960
95960 50934 92 95961
95961 50934 93 95962
95962 50934 94 95963
95963 50934 95 80406
95964 42503 141 63346
95965 62950 79 12132
95966 25517 90 46494
95967 0 0 0
95968 32777 4 25298
95969 0 0 0
95970 0 0 0
95971 0 0 0
95972 62005 33 56571
95973 49866 123 92465
95974 60748 60 95975
95975 60748 61 95976
95976 60748 62 95977
95977 60748 63 95978
95978 60748 64 95979
95979 60748 65 95980
95980 60748 66 95981
95981 60748 67 62990
95982 13176 73 99234
95983 0 0 0
95984 41824 62 46614
95985 39099 104 16731
95986 40006 79 12933
95987 34979 65 48630
95988 34217 153 95989
95989 34217 154 53671
95990 19596 39 67682
95991 0 0 0
95992 47115 64 83912
95993 0 0 0
95994 17466 72 78688
95995 57531 24 95996
95996 57531 25 95997
95997 57531 26 75395
95998 63068 57 22155
95999 45910 85 8628
96000 0 0 0
96001 61957 33 90727
96002 19596 26 29850
96003 0 0 0
96004 49147 114 96005
96005 49147 115 96006
96006 49147 116 96007
96007 49147 117 96008
96008 49147 118 96009
96009 49147 119 96010
96010 49147 120 15352
96011 49138 18 87342
96012 17466 35 25512
96013 0 0 0
96014 914 9 53146
96015 52142 49 96016
96016 52142 50 96017
96017 52142 51 96018
96018 52142 52 96019
96019 52142 53 96020
96020 52142 54 96021
96021 52142 55 73169
96022 58900 49 74464
96023 0 0 0
96024 13067 11 96025
96025 13067 12 78558
96026 49414 142 81844
96027 0 0 0
96028 50881 120 63002
96029 28837 123 96030
96030 28837 124 96031
96031 28837 125 23881
96032 44153 139 46728
96033 63075 88 97889
96034 63730 24 96035
96035 63730 25 96036
96036 63730 26 94067
96037 47857 90 20985
96038 0 0 0
96039 0 0 0
96040 35096 1 74446
96041 2145 101 77300
96042 0 0 0
96043 42607 24 41590
96044 12125 112 96045
96045 12125 113 96046
96046 12125 114 96047
96047 12125 115 96048
96048 12125 116 96049
96049 12125 117 96050
96050 12125 118 96051
96051 12125 119 96052
96052 12125 120 96053
96053 12125 121 96054
96054 12125 122 96055
96055 12125 123 96056
96056 12125 124 2
96057 8016 44 10300
96058 32768 58 30874
96059 0 0 0
96060 44984 5 45587
96061 0 0 0
96062 41022 11 38081
96063 0 0 0
96064 6583 62 20133
96065 7744 64 52211
96066 39617 88 96067
96067 39617 89 96068
96068 39617 90 96069
96069 39617 91 96070
96070 39617 92 96071
96071 39617 93 96072
96072 39617 94 96073
96073 39617 95 96074
96074 39617 96 96075
96075 39617 97 1
96076 0 0 0
96077 48795 47 75412
96078 6583 133 103
96079 0 0 0
96080 0 0 0
96081 43565 51 96082
96082 43565 52 96083
96083 43565 53 96084
96084 43565 54 96085
96085 43565 55 96086
96086 43565 56 96087
96087 43565 57 96088
96088 43565 58 96089
96089 43565 59 96090
96090 43565 60 96091
96091 43565 61 96092
96092 43565 62 96093
96093 43565 63 96094
96094 43565 64 96095
96095 43565 65 96096
96096 43565 66 96097
96097 43565 67 96098
96098 43565 68 96099
96099 43565 69 96100
96100 43565 70 96101
96101 43565 71 96102
96102 43565 72 96103
96103 43565 73 96104
96104 43565 74 96105
96105 43565 75 32935
96106 57117 35 1016
96107 47405 26 88954
96108 38049 60 28958
96109 0 0 0
96110 1514 10 4261
96111 62085 6 96112
96112 62085 7 96113
96113 62085 8 96114
96114 62085 9 96115
96115 62085 10 56558
96116 29823 82 46440
96117 12470 13 27037
96118 42607 4 69214
96119 19701 19 97980
96120 32768 84 5225
96121 0 0 0
96122 0 0 0
96123 13625 113 66282
96124 32307 62 96125
96125 32307 63 96126
96126 32307 64 96127
96127 32307 65 96128
96128 32307 66 96129
96129 32307 67 96130
96130 32307 68 96131
96131 32307 69 96132
96132 32307 70 96133
96133 32307 71 96134
96134 32307 72 49822
96135 64581 121 18332
96136 18389 119 81103
96137 0 0 0
96138 41569 25 95055
96139 29546 70 96140
96140 29546 71 96141
96141 29546 72 67047
96142 26821 1 96143
96143 26821 2 96144
96144 26821 3 96145
96145 26821 4 96146
96146 26821 5 96147
96147 26821 6 96148
96148 26821 7 96149
96149 26821 8 96150
96150 26821 9 96151
96151 26821 10 96152
96152 26821 11 96153
96153 26821 12 96154
96154 26821 13 96155
96155 26821 14 96156
96156 26821 15 96157
96157 26821 16 96158
96158 26821 17 96159
96159 26821 18 96160
96160 26821 19 96161
96161 26821 20 96162
96162 26821 21 96163
96163 26821 22 96164
96164 26821 23 96165
96165 26821 24 96166
96166 26821 25 96167
96167 26821 26 96168
96168 26821 27 96169
96169 26821 28 96170
96170 26821 29 96171
96171 26821 30 96172
96172 26821 31 96173
96173 26821 32 96174
96174 26821 33 96175
96175 26821 34 96176
96176 26821 35 96177
96177 26821 36 96178
96178 26821 37 1
96179 0 0 0
96180 1598 37 94776
96181 0 0 0
96182 64588 45 96183
96183 64588 46 96184
96184 64588 47 96185
96185 64588 48 96186
96186 64588 49 96187
96187 64588 50 96188
96188 64588 51 1
96189 21770 118 96190
96190 21770 119 96191
96191 21770 120 98610
96192 33989 9 1
96193 0 0 0
96194 54691 138 30323
96195 0 0 0
96196 7748 70 64112
96197 53506 87 96198
96198 53506 88 96199
96199 53506 89 88555
96200 13176 51 84707
96201 0 0 0
96202 0 0 0
96203 18454 92 82860
96204 34503 13 61124
96205 0 0 0
96206 35096 96 49391
96207 19596 113 59362
96208 44405 12 77772
96209 0 0 0
96210 12736 14 41948
96211 0 0 0
96212 57522 1 96213
96213 57522 2 96214
96214 57522 3 96215
96215 57522 4 96216
96216 57522 5 96217
96217 57522 6 96218
96218 57522 7 96219
96219 57522 8 96220
96220 57522 9 96221
96221 57522 10 96222
96222 57522 11 96223
96223 57522 12 96224
96224 57522 13 45173
96225 31933 63 98003
96226 36229 116 43026
96227 0 0 0
96228 47144 9 79516
96229 0 0 0
96230 8016 40 32234
96231 64581 33 95148
96232 25749 117 50933
96233 0 0 0
96234 52863 3 96235
96235 52863 4 32067
96236 49 54 86820
96237 42546 51 96238
96238 42546 52 96239
96239 42546 53 31022
96240 44908 11 85456
96241 63068 62 64330
96242 52695 39 87692
96243 0 0 0
96244 62950 17 98278
96245 60952 10 96246
96246 60952 11 96247
96247 60952 12 42132
96248 4896 97 9598
96249 0 0 0
96250 55001 68 96251
96251 55001 69 92498
96252 790 49 6178
96253 0 0 0
96254 8725 18 96255
96255 8725 19 96256
96256 8725 20 1
96257 30667 7 36652
96258 57117 70 30866
96259 30833 85 73254
96260 27451 128 1455
96261 0 0 0
96262 0 0 0
96263 14824 28 14866
96264 64537 27 81589
96265 0 0 0
96266 10515 1 96267
96267 10515 2 96268
96268 10515 3 96269
96269 10515 4 29619
96270 4896 93 49583
96271 0 0 0
96272 63822 87 9262
96273 0 0 0
96274 55718 8 96275
96275 55718 9 96276
96276 55718 10 96277
96277 55718 11 3605
96278 790 69 87904
96279 0 0 0
96280 55707 39 33254
96281 0 0 0
96282 13176 102 47782
96283 48795 49 35282
96284 0 0 0
96285 0 0 0
96286 21578 67 96287
96287 21578 68 96288
96288 21578 69 96289
96289 21578 70 96290
96290 21578 71 96291
96291 21578 72 96292
96292 21578 73 96293
96293 21578 74 96294
96294 21578 75 64752
96295 22502 54 44342
96296 36229 144 83156
96297 63056 135 41643
96298 21991 59 87981
96299 0 0 0
96300 22587 84 85141
96301 61964 35 31237
96302 53540 2 92497
96303 65435 109 48445
96304 32768 16 27440
96305 0 0 0
96306 45910 48 92170
96307 914 28 9242
96308 43501 103 59341
96309 0 0 0
96310 18389 39 1018
96311 43244 15 96312
96312 43244 16 96313
96313 43244 17 96314
96314 43244 18 96315
96315 43244 19 96316
96316 43244 20 96317
96317 43244 21 96318
96318 43244 22 96319
96319 43244 23 96320
96320 43244 24 96321
96321 43244 25 1
96322 18454 18 2682
96323 5941 13 96324
96324 5941 14 30630
96325 25933 39 46430
96326 34989 80 90195
96327 8438 37 29624
96328 0 0 0
96329 19398 33 96330
96330 19398 34 96331
96331 19398 35 96332
96332 19398 36 96333
96333 19398 37 67283
96334 14999 60 96335
96335 14999 61 96336
96336 14999 62 96337
96337 14999 63 96338
96338 14999 64 96339
96339 14999 65 96340
96340 14999 66 96341
96341 14999 67 96342
96342 14999 68 96343
96343 14999 69 96344
96344 14999 70 96345
96345 14999 71 96346
96346 14999 72 96347
96347 14999 73 96348
96348 14999 74 96349
96349 14999 75 96350
96350 14999 76 96351
96351 14999 77 96352
96352 14999 78 96353
96353 14999 79 96354
96354 14999 80 96355
96355 14999 81 64450
96356 64436 44 367
96357 25749 68 21236
96358 58654 24 52164
96359 0 0 0
96360 19701 34 18772
96361 0 0 0
96362 57133 9 96363
96363 57133 10 96364
96364 57133 11 96365
96365 57133 12 96366
96366 57133 13 96367
96367 57133 14 96368
96368 57133 15 96369
96369 57133 16 96370
96370 57133 17 96371
96371 57133 18 96372
96372 57133 19 96373
96373 57133 20 96374
96374 57133 21 96375
96375 57133 22 48462
96376 2678 148 79864
96377 0 0 0
96378 45193 30 83724
96379 0 0 0
96380 50528 88 49688
96381 6583 28 92290
96382 0 0 0
96383 0 0 0
96384 47115 115 91145
96385 47115 49 52383
96386 30476 46 28376
96387 790 118 76326
96388 7744 5 35982
96389 988 31 28245
96390 40006 27 33295
96391 0 0 0
96392 25854 58 96393
96393 25854 59 15325
96394 11213 1 96395
96395 11213 2 96396
96396 11213 3 96397
96397 11213 4 96398
96398 11213 5 96399
96399 11213 6 96400
96400 11213 7 96401
96401 11213 8 96402
96402 11213 9 96403
96403 11213 10 96404
96404 11213 11 96405
96405 11213 12 34352
96406 21991 72 48687
96407 0 0 0
96408 11705 36 92903
96409 0 0 0
96410 25517 118 72852
96411 0 0 0
96412 24197 71 44744
96413 0 0 0
96414 18454 76 68684
96415 0 0 0
96416 0 0 0
96417 0 0 0
96418 11214 12 63282
96419 0 0 0
96420 34496 61 32997
96421 35096 44 84756
96422 0 0 0
96423 0 0 0
96424 61609 129 43388
96425 43870 14 96426
96426 43870 15 96427
96427 43870 16 3014
96428 62511 58 98981
96429 0 0 0
96430 30625 72 70549
96431 0 0 0
96432 38049 4 78025
96433 219 17 96434
96434 219 18 96435
96435 219 19 96436
96436 219 20 96437
96437 219 21 85265
96438 50496 68 99845
96439 0 0 0
96440 53442 8 68862
96441 56520 87 1910
96442 23927 83 62349
96443 0 0 0
96444 61609 44 9423
96445 0 0 0
96446 0 0 0
96447 34504 129 69379
96448 988 23 61128
96449 0 0 0
96450 5353 56 14522
96451 31298 126 73888
96452 27451 83 96866
96453 0 0 0
96454 0 0 0
96455 36229 36 35024
96456 47600 28 49932
96457 0 0 0
96458 30756 28 13107
96459 0 0 0
96460 0 0 0
96461 0 0 0
96462 12390 17 59955
96463 0 0 0
96464 21114 66 96465
96465 21114 67 96466
96466 21114 68 96467
96467 21114 69 96468
96468 21114 70 96469
96469 21114 71 96470
96470 21114 72 96471
96471 21114 73 96472
96472 21114 74 96473
96473 21114 75 35379
96474 38126 43 84450
96475 0 0 0
96476 0 0 0
96477 0 0 0
96478 10913 22 99614
96479 0 0 0
96480 40032 59 13268
96481 0 0 0
96482 43501 96 3758
96483 59366 30 38290
96484 2420 2 98062
96485 9715 71 27135
96486 0 0 0
96487 0 0 0
96488 40006 41 37576
96489 0 0 0
96490 914 59 50189
96491 54115 21 71811
96492 0 0 0
96493 58375 5 55492
96494 3980 15 96495
96495 3980 16 96496
96496 3980 17 96497
96497 3980 18 2493
96498 58208 100 96499
96499 58208 101 96500
96500 58208 102 96501
96501 58208 103 96502
96502 58208 104 96503
96503 58208 105 96504
96504 58208 106 96505
96505 58208 107 96506
96506 58208 108 96507
96507 58208 109 96508
96508 58208 110 40243
96509 50528 124 97890
96510 49968 117 97110
96511 42523 24 89268
96512 30094 102 80301
96513 65435 16 78584
96514 10582 4 55070
96515 0 0 0
96516 5017 32 20686
96517 0 0 0
96518 50881 44 60652
96519 0 0 0
96520 24842 60 96521
96521 24842 61 96522
96522 24842 62 96523
96523 24842 63 96524
96524 24842 64 96525
96525 24842 65 96526
96526 24842 66 96527
96527 24842 67 96528
96528 24842 68 96529
96529 24842 69 96530
96530 24842 70 96531
96531 24842 71 77368
96532 18136 6 42482
96533 0 0 0
96534 33878 23 41200
96535 0 0 0
96536 0 0 0
96537 38049 19 23754
96538 35555 72 96539
96539 35555 73 1
96540 32934 31 96541
96541 32934 32 96542
96542 32934 33 96543
96543 32934 34 28190
96544 27602 52 17384
96545 0 0 0
96546 12736 107 54957
96547 0 0 0
96548 6583 25 81631
96549 0 0 0
96550 2583 43 40734
96551 13195 27 96552
96552 13195 28 96553
96553 13195 29 96554
96554 13195 30 96555
96555 13195 31 96556
96556 13195 32 96557
96557 13195 33 14550
96558 1514 133 2034
96559 0 0 0
96560 28552 64 23922
96561 33751 17 96562
96562 33751 18 96563
96563 33751 19 48226
96564 61622 136 97035
96565 54115 111 19968
96566 65003 19 74431
96567 0 0 0
96568 64588 10 96569
96569 64588 11 96570
96570 64588 12 96571
96571 64588 13 96572
96572 64588 14 96573
96573 64588 15 96574
96574 64588 16 96575
96575 64588 17 96576
96576 64588 18 96577
96577 64588 19 82042
96578 38126 12 44338
96579 0 0 0
96580 33141 1 97926
96581 31933 144 37102
96582 0 0 0
96583 0 0 0
96584 58900 39 9660
96585 0 0 0
96586 5606 21 45088
96587 0 0 0
96588 28666 57 96589
96589 28666 58 96590
96590 28666 59 96591
96591 28666 60 96592
96592 28666 61 96593
96593 28666 62 96594
96594 28666 63 96595
96595 28666 64 96596
96596 28666 65 96597
96597 28666 66 96598
96598 28666 67 96599
96599 28666 68 96600
96600 28666 69 96601
96601 28666 70 77404
96602 7488 13 6046
96603 0 0 0
96604 0 0 0
96605 30094 68 55664
96606 34217 118 96607
96607 34217 119 96608
96608 34217 120 96609
96609 34217 121 96610
96610 34217 122 20011
96611 8438 87 89374
96612 58900 53 16699
96613 0 0 0
96614 63899 82 25857
96615 11214 59 39403
96616 45910 88 46749
96617 0 0 0
96618 29823 75 9454
96619 0 0 0
96620 61622 135 96564
96621 37759 27 96622
96622 37759 28 96623
96623 37759 29 96624
96624 37759 30 46049
96625 31668 26 34666
96626 17382 62 76898
96627 31298 100 615
96628 28837 37 96629
96629 28837 38 21866
96630 47405 22 68674
96631 0 0 0
96632 11214 22 4912
96633 40006 101 67878
96634 0 0 0
96635 0 0 0
96636 1684 137 26214
96637 0 0 0
96638 45646 103 96639
96639 45646 104 96640
96640 45646 105 96641
96641 45646 106 96642
96642 45646 107 96643
96643 45646 108 96644
96644 45646 109 96645
96645 45646 110 96646
96646 45646 111 96647
96647 45646 112 96648
96648 45646 113 96649
96649 45646 114 96650
96650 45646 115 96651
96651 45646 116 96652
96652 45646 117 96653
96653 45646 118 96654
96654 45646 119 96655
96655 45646 120 96656
96656 45646 121 96657
96657 45646 122 96658
96658 45646 123 96659
96659 45646 124 98682
96660 38353 7 29743
96661 42523 72 98406
96662 38049 35 62657
96663 0 0 0
96664 0 0 0
96665 25749 136 80031
96666 47857 117 79294
96667 0 0 0
96668 38049 42 37479
96669 0 0 0
96670 47099 60 96671
96671 47099 61 87250
96672 30833 37 53602
96673 24173 33 773
96674 61609 106 75973
96675 46461 37 96676
96676 46461 38 96677
96677 46461 39 94946
96678 19596 55 65846
96679 0 0 0
96680 62950 124 26726
96681 0 0 0
96682 2153 1 96683
96683 2153 2 96684
96684 2153 3 96685
96685 2153 4 96686
96686 2153 5 96687
96687 2153 6 96688
96688 2153 7 96689
96689 2153 8 96690
96690 2153 9 96691
96691 2153 10 96692
96692 2153 11 96693
96693 2153 12 96694
96694 2153 13 96695
96695 2153 14 96696
96696 2153 15 96697
96697 2153 16 96698
96698 2153 17 29938
96699 64581 73 42242
96700 0 0 0
96701 52695 32 26044
96702 54115 103 45021
96703 31933 51 46758
96704 56858 32 5708
96705 0 0 0
96706 28553 39 96707
96707 28553 40 96708
96708 28553 41 96709
96709 28553 42 96710
96710 28553 43 96711
96711 28553 44 96712
96712 28553 45 41230
96713 35363 9 12891
96714 34989 57 1726
96715 0 0 0
96716 11214 73 27851
96717 1598 65 55052
96718 44347 58 96719
96719 44347 59 96720
96720 44347 60 96721
96721 44347 61 96722
96722 44347 62 96723
96723 44347 63 12154
96724 30800 15 79521
96725 61964 29 7533
96726 45193 42 3399
96727 0 0 0
96728 34979 28 64863
96729 0 0 0
96730 41454 11 4362
96731 59366 19 41248
96732 0 0 0
96733 0 0 0
96734 0 0 0
96735 29267 71 63641
96736 17872 1 96737
96737 17872 2 96738
96738 17872 3 96739
96739 17872 4 96740
96740 17872 5 96741
96741 17872 6 96742
96742 17872 7 96743
96743 17872 8 96744
96744 17872 9 96745
96745 17872 10 96746
96746 17872 11 96747
96747 17872 12 96748
96748 17872 13 96749
96749 17872 14 96750
96750 17872 15 96751
96751 17872 16 96752
96752 17872 17 96753
96753 17872 18 96754
96754 17872 19 96755
96755 17872 20 96756
96756 17872 21 96757
96757 17872 22 37624
96758 17687 99 41349
96759 60711 16 12269
96760 10515 44 96761
96761 10515 45 96762
96762 10515 46 96763
96763 10515 47 53349
96764 50528 86 83472
96765 0 0 0
96766 1684 18 87134
96767 0 0 0
96768 5234 74 78769
96769 32768 70 91112
96770 43501 11 39983
96771 0 0 0
96772 50496 14 23256
96773 28542 56 96774
96774 28542 57 96775
96775 28542 58 76246
96776 59261 28 96777
96777 59261 29 96778
96778 59261 30 96779
96779 59261 31 96780
96780 59261 32 96781
96781 59261 33 96782
96782 59261 34 96783
96783 59261 35 96784
96784 59261 36 96785
96785 59261 37 96786
96786 59261 38 96787
96787 59261 39 96788
96788 59261 40 96789
96789 59261 41 96790
96790 59261 42 96791
96791 59261 43 57938
96792 39237 1 47911
96793 0 0 0
96794 23412 1 96795
96795 23412 2 96796
96796 23412 3 96797
96797 23412 4 96798
96798 23412 5 96799
96799 23412 6 96800
96800 23412 7 96801
96801 23412 8 96802
96802 23412 9 96803
96803 23412 10 63052
96804 50528 108 37494
96805 0 0 0
96806 47359 27 96807
96807 47359 28 72992
96808 7912 36 96809
96809 7912 37 96810
96810 7912 38 83176
96811 54153 101 46950
96812 0 0 0
96813 42523 56 51788
96814 0 0 0
96815 65003 17 52880
96816 9754 70 3218
96817 0 0 0
96818 65413 143 24991
96819 0 0 0
96820 49 74 45734
96821 0 0 0
96822 0 0 0
96823 32777 33 64696
96824 47115 132 8152
96825 0 0 0
96826 22188 74 28126
96827 0 0 0
96828 19162 96 58287
96829 0 0 0
96830 2420 101 81372
96831 40613 16 45331
96832 45414 21 96833
96833 45414 22 96834
96834 45414 23 96835
96835 45414 24 96836
96836 45414 25 96837
96837 45414 26 96838
96838 45414 27 96839
96839 45414 28 96840
96840 45414 29 96841
96841 45414 30 96842
96842 45414 31 96843
96843 45414 32 96844
96844 45414 33 96845
96845 45414 34 44928
96846 15095 60 86453
96847 0 0 0
96848 53857 40 82559
96849 0 0 0
96850 0 0 0
96851 30858 1 68991
96852 1148 26 72772
96853 0 0 0
96854 0 0 0
96855 35497 35 31338
96856 44405 130 49454
96857 0 0 0
96858 0 0 0
96859 0 0 0
96860 17745 36 83229
96861 0 0 0
96862 61991 109 69652
96863 0 0 0
96864 0 0 0
96865 0 0 0
96866 27451 84 35093
96867 65413 40 79871
96868 56858 7 5684
96869 0 0 0
96870 22502 87 97800
96871 0 0 0
96872 5353 19 65444
96873 0 0 0
96874 2420 5 19969
96875 0 0 0
96876 61609 124 38250
96877 36229 87 68559
96878 50528 1 68107
96879 0 0 0
96880 54115 70 49420
96881 0 0 0
96882 10054 7 27450
96883 0 0 0
96884 0 0 0
96885 0 0 0
96886 42503 77 44236
96887 65435 140 63650
96888 0 0 0
96889 57847 79 55984
96890 19198 77 86340
96891 1684 82 71745
96892 23927 39 15086
96893 45165 92 96894
96894 45165 93 96895
96895 45165 94 96896
96896 45165 95 96897
96897 45165 96 96898
96898 45165 97 96899
96899 45165 98 96900
96900 45165 99 1631
96901 30476 106 7247
96902 58686 120 82910
96903 47115 54 12246
96904 55562 63 96905
96905 55562 64 96906
96906 55562 65 96907
96907 55562 66 96908
96908 55562 67 71820
96909 52695 36 51126
96910 13625 6 70545
96911 33878 40 10000
96912 19198 58 46876
96913 0 0 0
96914 2420 66 13042
96915 17466 40 8409
96916 0 0 0
96917 0 0 0
96918 37202 61 89756
96919 0 0 0
96920 1598 42 25964
96921 0 0 0
96922 5234 47 20081
96923 0 0 0
96924 18136 72 53468
96925 0 0 0
96926 22412 42 83458
96927 59366 3 58752
96928 0 0 0
96929 0 0 0
96930 42607 71 54567
96931 58686 81 98005
96932 58654 8 37819
96933 3664 165 96934
96934 3664 166 96935
